"year","part","indicator"
2024,"E",0.638137931034483
2024,"E",0.500206896551724
2024,"E",0.586413793103448
2024,"E",0.500206896551724
2024,"E",0.551931034482759
2024,"E",0.569172413793103
2024,"E",0.551931034482759
2024,"E",0.620896551724138
2024,"E",0.517448275862069
2024,"E",0.551931034482759
2024,"E",0.517448275862069
2024,"E",0.44848275862069
2024,"E",0.534689655172414
2024,"E",0.603655172413793
2024,"E",0.603655172413793
2024,"E",0.603655172413793
2024,"E",0.620896551724138
2024,"E",0.482965517241379
2024,"E",0.569172413793103
2024,"E",0.655379310344828
2024,"E",0.327793103448276
2024,"E",0.569172413793103
2024,"E",0.431241379310345
2024,"E",0.465724137931035
2024,"E",0.655379310344828
2024,"E",0.37951724137931
2024,"E",0.517448275862069
2024,"E",0.603655172413793
2024,"E",0.620896551724138
2024,"E",0.534689655172414
2024,"E",0.551931034482759
2024,"E",0.534689655172414
2024,"E",0.517448275862069
2024,"E",0.655379310344828
2024,"E",0.551931034482759
2024,"E",0.655379310344828
2024,"E",0.44848275862069
2024,"E",0.638137931034483
2024,"E",0.655379310344828
2024,"E",0.603655172413793
2024,"E",0.431241379310345
2024,"E",0.569172413793103
2024,"E",0.396758620689655
2024,"E",0.517448275862069
2024,"E",0.603655172413793
2024,"E",0.586413793103448
2024,"E",0.586413793103448
2024,"E",0.603655172413793
2024,"E",0.586413793103448
2024,"E",0.551931034482759
2024,"E",0.569172413793103
2024,"E",0.655379310344828
2024,"E",0.620896551724138
2024,"E",0.586413793103448
2024,"E",0.603655172413793
2024,"E",0.655379310344828
2024,"E",0.569172413793103
2024,"E",0.517448275862069
2024,"E",0.534689655172414
2024,"E",0.534689655172414
2024,"E",0.603655172413793
2024,"E",0.620896551724138
2024,"E",0.586413793103448
2024,"E",0.534689655172414
2024,"E",0.620896551724138
2024,"E",0.551931034482759
2024,"E",0.603655172413793
2024,"E",0.482965517241379
2024,"E",0.586413793103448
2024,"E",0.603655172413793
2024,"E",0.586413793103448
2024,"E",0.310551724137931
2024,"E",0.620896551724138
2024,"E",0.586413793103448
2024,"E",0.569172413793103
2024,"E",0.500206896551724
2024,"E",0.517448275862069
2024,"E",0.431241379310345
2024,"E",0.620896551724138
2024,"E",0.551931034482759
2024,"E",0.534689655172414
2024,"E",0.620896551724138
2024,"E",0.500206896551724
2024,"E",0.500206896551724
2024,"E",0.603655172413793
2024,"E",0.534689655172414
2024,"E",0.44848275862069
2024,"E",0.414
2024,"E",0.517448275862069
2024,"E",0.44848275862069
2024,"E",0.431241379310345
2024,"E",0.517448275862069
2024,"E",0.414
2024,"E",0.620896551724138
2024,"E",0.620896551724138
2024,"E",0.551931034482759
2024,"E",0.465724137931035
2024,"E",0.44848275862069
2024,"E",0.345034482758621
2024,"E",0.534689655172414
2024,"E",0.482965517241379
2024,"E",0.465724137931035
2024,"E",0.655379310344828
2024,"E",0.551931034482759
2024,"E",0.534689655172414
2024,"E",0.44848275862069
2024,"E",0.569172413793103
2024,"E",0.482965517241379
2024,"E",0.465724137931035
2024,"E",0.569172413793103
2024,"E",0.551931034482759
2024,"E",0.569172413793103
2024,"E",0.655379310344828
2024,"E",0.603655172413793
2024,"E",0.500206896551724
2024,"E",0.586413793103448
2024,"E",0.620896551724138
2024,"E",0.534689655172414
2024,"E",0.638137931034483
2024,"E",0.603655172413793
2024,"E",0.517448275862069
2024,"E",0.655379310344828
2024,"E",0.551931034482759
2024,"E",0.482965517241379
2024,"E",0.534689655172414
2024,"E",0.500206896551724
2024,"E",0.517448275862069
2024,"E",0.620896551724138
2024,"E",0.500206896551724
2024,"E",0.586413793103448
2024,"E",0.500206896551724
2024,"E",0.569172413793103
2024,"E",0.603655172413793
2024,"E",0.689862068965517
2024,"E",0.517448275862069
2024,"E",0.551931034482759
2024,"E",0.569172413793103
2024,"E",0.586413793103448
2024,"E",0.603655172413793
2024,"E",0.569172413793103
2024,"E",0.569172413793103
2024,"E",0.482965517241379
2024,"E",0.44848275862069
2024,"E",0.482965517241379
2024,"E",0.603655172413793
2024,"E",0.465724137931035
2024,"E",0.586413793103448
2024,"E",0.620896551724138
2024,"E",0.551931034482759
2024,"E",0.517448275862069
2024,"E",0.534689655172414
2024,"E",0.517448275862069
2024,"E",0.586413793103448
2024,"E",0.414
2024,"E",0.551931034482759
2024,"E",0.603655172413793
2024,"E",0.551931034482759
2024,"E",0.517448275862069
2024,"E",0.517448275862069
2024,"E",0.569172413793103
2024,"E",0.620896551724138
2024,"E",0.655379310344828
2024,"E",0.551931034482759
2024,"E",0.500206896551724
2024,"E",0.586413793103448
2024,"E",0.603655172413793
2024,"E",0.551931034482759
2024,"E",0.551931034482759
2024,"E",0.569172413793103
2024,"E",0.517448275862069
2024,"E",0.500206896551724
2024,"E",0.586413793103448
2024,"E",0.603655172413793
2024,"E",0.569172413793103
2024,"E",0.620896551724138
2024,"E",0.620896551724138
2024,"E",0.569172413793103
2024,"E",0.327793103448276
2024,"E",0.569172413793103
2024,"E",0.44848275862069
2024,"E",0.603655172413793
2024,"E",0.586413793103448
2024,"E",0.586413793103448
2024,"E",0.37951724137931
2024,"E",0.551931034482759
2024,"E",0.37951724137931
2024,"E",0.551931034482759
2024,"E",0.620896551724138
2024,"E",0.620896551724138
2024,"E",0.482965517241379
2024,"E",0.551931034482759
2024,"E",0.620896551724138
2024,"E",0.603655172413793
2024,"E",0.603655172413793
2024,"E",0.500206896551724
2024,"E",0.551931034482759
2024,"E",0.620896551724138
2024,"E",0.620896551724138
2024,"E",0.517448275862069
2024,"E",0.569172413793103
2024,"E",0.534689655172414
2024,"E",0.620896551724138
2024,"E",0.517448275862069
2024,"E",0.551931034482759
2024,"E",0.569172413793103
2024,"E",0.517448275862069
2024,"E",0.620896551724138
2024,"E",0.551931034482759
2024,"E",0.620896551724138
2024,"E",0.551931034482759
2024,"E",0.517448275862069
2024,"E",0.620896551724138
2024,"E",0.500206896551724
2024,"E",0.603655172413793
2024,"E",0.603655172413793
2024,"E",0.44848275862069
2024,"E",0.603655172413793
2024,"E",0.603655172413793
2024,"E",0.603655172413793
2024,"E",0.534689655172414
2024,"E",0.655379310344828
2024,"E",0.569172413793103
2024,"E",0.534689655172414
2024,"E",0.620896551724138
2024,"E",0.620896551724138
2024,"E",0.482965517241379
2024,"E",0.534689655172414
2024,"E",0.620896551724138
2024,"E",0.586413793103448
2024,"E",0.569172413793103
2024,"E",0.517448275862069
2024,"E",0.603655172413793
